index,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
16494,Global desi,geometric cotton round neck womens casual wear suit - white,"Size:XL,Large,Medium,Small,X-Small","Rs
4299",3009,30% off,Indianwear-Women
16499,Stop,womens yarn dyed calf length casual wear kurta - peach,"Size:S,M,L,XL,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
16500,W,printed round neck cotton womens calf length kurta - grey,"Size:6,8,10,12,14,16,18","Rs
2999",2249,25% off,Indianwear-Women
16502,Ziyaa,solid round neck polyester womens salwar kurta and dupatta set - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3577",1430,60% off,Indianwear-Women
16504,Janasya,floral round neck crepe womens calf length kurta - green,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
1399",699,50% off,Indianwear-Women
16505,W,solid viscose round neck womens ethnic set - brown,"Size:12,18","Rs
3999",1999,50% off,Indianwear-Women
16506,Fusion beats,womens notched collar printed kurta - blue,"Size:Large,Small,X-Large","Rs
1799",679,62% off,Indianwear-Women
16507,Myshka,printed round neck womens top - brown,",Medium,Small,X-Large,XX-Large","Rs
2199",879,60% off,Indianwear-Women
16508,Indya,beige foil crop top with attached mustard dupatta - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1700",850,50% off,Indianwear-Women
16509,W,viscose round neck womens a-line dress - white,"Size:6,8,10,12,14,16,18","Rs
2499",1874,25% off,Indianwear-Women
16512,Aurelia,dyed cotton round neck womens ethnic set - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2799",1959,30% off,Indianwear-Women
16513,Ziyaa,solid crepe round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1248",561,55% off,Indianwear-Women
16517,Indya,black foil tiered sharara pants - black,Size:Small,"Rs
2400",1200,50% off,Indianwear-Women
16519,Ziyaa,printed round neck polyester womens salwar kurta and dupatta set - brown,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
4367",1746,60% off,Indianwear-Women
16522,Janasya,solid round neck georgette womens full length kurta with dupatta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XXX-Large","Rs
3399",2039,40% off,Indianwear-Women
16523,Ziyaa,floral rayon round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1943",777,60% off,Indianwear-Women
16525,Global desi,solid polyester v-neck womens a-line kurta - sage,"Size:XL,Large,Medium,Small,X-Small","Rs
3699",2404,35% off,Indianwear-Women
16527,Ziyaa,floral rayon round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1853",741,60% off,Indianwear-Women
16529,W,solid round neck poly viscose womens regular dress - blue,"Size:10,16","Rs
3999",1999,50% off,Indianwear-Women
16533,Global desi,self design viscose womens festive sharara - red,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2999",1499,50% off,Indianwear-Women
16536,Varanga,womens round neck embroidered kurta - grey,"Size:Small,X-Large,XX-Large","Rs
1999",999,50% off,Indianwear-Women
16537,Global desi,floral polyester round neck womens regular dress - pink mix,"Size:XL,Large,Small,XX-Large","Rs
3199",1599,50% off,Indianwear-Women
16538,Myshka,solid cotton womens trousers - grey,",Medium,Small,X-Large,XX-Large","Rs
1999",699,65% off,Indianwear-Women
16541,Global desi,solid viscose round neck womens straight top - indigo,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2499",1999,20% off,Indianwear-Women
16542,Global desi,v- neck flared women kurtas - magenta,"Size:XL,Large,Medium,Small,X-Small","Rs
4499",3599,20% off,Indianwear-Women
16545,Janasya,womens red poly crepe kurta (jne3270) - red,"Size:Medium,Small,X-Large,X-Small","Rs
1299",519,60% off,Indianwear-Women
16549,Janasya,printed crepe round neck womens a-line kurta - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",599,60% off,Indianwear-Women
16550,Ziyaa,printed round neck rayon womens ethnic set - peach,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2580",1032,60% off,Indianwear-Women
16551,Global desi,solid viscose round neck womens regular kurta - mustard,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
1699",1359,20% off,Indianwear-Women
16552,Indya,wine foil tiered sharara pants - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2400",1200,50% off,Indianwear-Women
16553,Janasya,printed polyester round neck womens straight fit kurta palazzo set - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
4298",1934,55% off,Indianwear-Women
16554,Fusion beats,womens mandarin collar striped kurta - blue,"Size:Large,Medium,Small","Rs
1699",679,60% off,Indianwear-Women
16555,Fusion beats,womens mandarin neck solid kurta - orange,"Size:Large,Medium,Small,X-Large","Rs
1999",799,60% off,Indianwear-Women
16556,De moza,embroidered cotton regular fit womens palazzos - white,"Size:Medium,Small,X-Large,XX-Large","Rs
1499",899,40% off,Indianwear-Women
16558,Ziyaa,floral rayon round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1623",649,60% off,Indianwear-Women
16561,Fusion beats,womens round neck printed tunic - olive,Size:Small,"Rs
1399",519,63% off,Indianwear-Women
16565,Ziyaa,floral mandarin polyester womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2117",952,55% off,Indianwear-Women
16566,Janasya,round neck rayon blouson womens top with skirt set - peacock,"Size:Large,X-Large,XX-Large,XXX-Large","Rs
2949",1474,50% off,Indianwear-Women
16568,Juniper,solid rayon regular fit womens full length palazzos - natural,"Size:4X-Large,5X-Large,X-Large","Rs
1899",949,50% off,Indianwear-Women
16570,Indya,stripes boat neck cotton womens regular kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1850",925,50% off,Indianwear-Women
16574,Janasya,floral cotton mandarin neck womens regular fit top - black,"Size:Large,Medium,Small,X-Small,XXX-Large","Rs
1499",674,55% off,Indianwear-Women
16575,Janasya,round neck straight designer womens kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1199",719,40% off,Indianwear-Women
16576,Global desi,jacquard polyester round neck women blouson tops - mint,"Size:XL,Large,Medium,Small,X-Small","Rs
1799",1259,30% off,Indianwear-Women
16577,Aurelia,printed viscose round neck womens above knee kurta - grey,"Size:Medium,XX-Large","Rs
1299",649,50% off,Indianwear-Women
16578,Yuris,geometric cotton round neck womens regular kurta - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1799",809,55% off,Indianwear-Women
16579,Yuris,printed round neck cotton womens kurta palazzo set - natural,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2499",1124,55% off,Indianwear-Women
16580,Global desi,regular full length viscose women festive wear skirts - wine,"Size:XL,Large,Medium,Small,XX-Large","Rs
4299",3439,20% off,Indianwear-Women
16581,Global desi,geometric regular fit full length viscose womens trousers - pink,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2999",1949,35% off,Indianwear-Women
16582,Janasya,printed round neck crepe womens calf length kurta - blue,"Size:Large,Medium,X-Large,X-Small,XX-Large,XXX-Large","Rs
1339",736,45% off,Indianwear-Women
16586,Juniper,sequins round neck velvet designer women ethnic sets - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
4999",2499,50% off,Indianwear-Women
16589,Varanga,round neck straight designer womens kurtas - brown,"Size:Large,Medium,Small,XX-Large","Rs
3499",1224,65% off,Indianwear-Women
16594,Varanga,zari round neck womens kurta - maroon,"Size:Large,Medium,Small,XX-Large","Rs
4799",1199,75% off,Indianwear-Women
16608,Varanga,round neck silk blend designer womens ethnic set - mauve,"Size:Small,X-Large,XX-Large","Rs
5999",2399,60% off,Indianwear-Women
16615,Varanga,womens green and black zari embroidery handloom kurta - green,"Size:Large,X-Large,XX-Large","Rs
2199",1099,50% off,Indianwear-Women
16622,Varanga,maxi cotton blend womens ethnic skirt - magenta,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2199",989,55% off,Indianwear-Women
16631,Varanga,round neck womens kurta - black,"Size:Medium,X-Large","Rs
2099",1154,45% off,Indianwear-Women
16632,Janasya,womens navy blue rayon kurta with palazzo (set083) - blue,Size:X-Small,"Rs
3059",1070,65% off,Indianwear-Women
16633,Global desi,floral viscose v-neck womens straight top - off white,"Size:Small,X-Small","Rs
1799",1079,40% off,Indianwear-Women
16634,Indya,ivory boota foil chanderi straight tunic - white,"Size:Small,X-Small","Rs
2200",1100,50% off,Indianwear-Women
16635,Global desi,ethnic motifs tassel cotton round neck womens straight fit kurta - indigo,"Size:XL,Large,Medium,Small","Rs
3299",2309,30% off,Indianwear-Women
16636,Janasya,printed cotton round neck womens kurta palazzo set with dupatta - blue,"Size:Small,X-Small","Rs
3999",1399,65% off,Indianwear-Women
16637,Neerus,solid santoon round neck womens kurta palazzo set - navy,Size:X-Large,"Rs
2999",2399,20% off,Indianwear-Women
16638,Janasya,cotton womens kurta - yellow,Size:XX-Large,"Rs
1999",999,50% off,Indianwear-Women
16639,Janasya,embroidered cotton round neck womens regular fit top - blue,"Size:Large,X-Large,XX-Large","Rs
1499",599,60% off,Indianwear-Women
16640,Janasya,printed polyester round neck womens anarkali kurta palazzo set - off white,Size:Small,"Rs
4798",2159,55% off,Indianwear-Women
16641,Janasya,womens navy blue pure cotton kurta with palazzo (set014) - blue,"Size:Small,X-Small","Rs
3949",1382,65% off,Indianwear-Women
16642,Biba,printed rayon round neck womens pant kurta dupatta set - multi,"Size:32,34,36","Rs
4995",3496,30% off,Indianwear-Women
16643,Global desi,printed polyester round neck women a line tops - blue,Size:Large,"Rs
2099",1469,30% off,Indianwear-Women
16644,Global desi,womens cotton v-neck tops & tunics - navy,"Size:Large,Small,X-Small","Rs
2199",1319,40% off,Indianwear-Women
16645,Global desi,geometric viscose round neck womens a line top - indigo,"Size:Medium,Small,X-Small","Rs
1799",1259,30% off,Indianwear-Women
16646,Global desi,abstract viscose womens clothing set - red,Size:X-Small,"Rs
2899",1884,35% off,Indianwear-Women
16648,Varanga,womens v-neck printed kurta - pink,Size:Small,"Rs
1799",899,50% off,Indianwear-Women
16649,Global desi,solid viscose round neck womens straight tunic - multi,"Size:Medium,Small,X-Small","Rs
1599",959,40% off,Indianwear-Women
16650,Janasya,cotton womens top - sky blue,"Size:Large,Small,X-Large","Rs
1299",584,55% off,Indianwear-Women
16651,Global desi,women keyhole neck floral - pink,"Size:Medium,Small,X-Small","Rs
1399",559,60% off,Indianwear-Women
16652,Yuris,abstract cotton mandarin womens a-line kurta - multi,Size:XXX-Large,"Rs
1499",599,60% off,Indianwear-Women
16653,Global desi,embroidered polyester round neck womens ethnic set - natural,"Size:XL,XX-Large","Rs
5999",4199,30% off,Indianwear-Women
16654,Yuris,floral cotton round neck womens regular kurta - multi,"Size:Large,XX-Large","Rs
1899",664,65% off,Indianwear-Women
16656,Indya,womens round neck printed kurta - pink,"Size:Small,X-Small","Rs
2500",1250,50% off,Indianwear-Women
16657,Janasya,womens peach cotton anarkali kurti (jne3562) - peach,Size:Small,"Rs
1999",799,60% off,Indianwear-Women
16659,Janasya,floral cotton round neck womens kurta palazzo set - white,"Size:Small,X-Small","Rs
3299",1154,65% off,Indianwear-Women
16660,Indya,foil print georgette collared neck womens regular fit shirt tunic - yellow,"Size:Small,X-Small","Rs
2600",1300,50% off,Indianwear-Women
16661,Aurelia,printed cotton mandarin neck womens knee length kurta - yellow,Size:X-Small,"Rs
699",419,40% off,Indianwear-Women
16662,W,round neck polyester regular designer womens dresses - purple,"Size:8,12","Rs
4599",2299,50% off,Indianwear-Women
16663,Indya,pink embroidered pleated georgette kurta - pink,Size:Small,"Rs
2200",1100,50% off,Indianwear-Women
16664,Varanga,womens mandarin collar printed kurta - off white,Size:Small,"Rs
1399",699,50% off,Indianwear-Women
16665,Global desi,floral key hole neck womens kurta - mid blue,"Size:Small,X-Small","Rs
2599",1559,40% off,Indianwear-Women
16666,Varanga,lime thread and zari floral embroidery straight kurta with 3/4th gota work sleeves - green,Size:Medium,"Rs
2399",839,65% off,Indianwear-Women
16667,W,printed viscose round neck womens straight kurta - green,Size:12,"Rs
2599",1299,50% off,Indianwear-Women
16668,Indya,floral georgette round neck womens regular tunic - grey,"Size:Medium,Small,X-Small","Rs
2500",1250,50% off,Indianwear-Women
16669,Global desi,womens fit and flare round neck evening wear set - peach,"Size:Large,X-Small","Rs
4499",1799,60% off,Indianwear-Women
16670,Janasya,round neck cotton flex designer womens salwar suits - black,Size:XXX-Large,"Rs
2398",959,60% off,Indianwear-Women
16671,Janasya,solid pure cotton womens palazzo pants - black,Size:X-Small,"Rs
1499",674,55% off,Indianwear-Women
16672,W,printed georgette mandarin womens straight kurta - pink,Size:10,"Rs
3599",1799,50% off,Indianwear-Women
16673,Janasya,stripes cotton round neck womens kurta palazzo set with dupatta - multi,"Size:Small,X-Small,XXX-Large","Rs
3719",2045,45% off,Indianwear-Women
16674,Janasya,printed polyester blend round neck womens straight fit kurta - maroon,Size:Small,"Rs
1399",559,60% off,Indianwear-Women
16675,Janasya,block cotton mandarin womens kurta palazzo set with dupatta - black,"Size:Small,X-Small","Rs
3798",2088,45% off,Indianwear-Women
16676,Yuris,schiffli cotton womens full length palazzo - multi,"Size:34,36","Rs
1899",949,50% off,Indianwear-Women
16677,Varanga,womens v-neck embroidered kurta - blue,Size:XX-Large,"Rs
2299",1149,50% off,Indianwear-Women
16678,Juniper,womens beige rayon solid wide-leg palazzo with lace detailing - natural,"Size:Medium,Small,X-Small","Rs
1799",629,65% off,Indianwear-Women
16679,Varanga,womens off white straight kurta with tribal printed yoke with pom pom lace detailing on bell sleeves - off white,Size:X-Large,"Rs
1999",899,55% off,Indianwear-Women
16680,Juniper,printed boat neck rayon womens ethnic set - black,"Size:Medium,Small,X-Small","Rs
2699",1484,45% off,Indianwear-Women
16681,Varanga,womens black doll printed crop top with stylised net sleeves and overall elasticated flared skirt - black,"Size:X-Large,XX-Large","Rs
4199",2099,50% off,Indianwear-Women
16682,Haute curry,embroidered ankle length casual wear three tier dress - grey,"Size:Medium,Small,X-Small","Rs
1699",849,50% off,Indianwear-Women
16683,Global desi,womens fit and flare gathered pleated geometric casual wear sharara - off white,"Size:Large,Medium,Small","Rs
2699",1349,50% off,Indianwear-Women
16685,Varanga,round neck womens kurta - navy,Size:Small,"Rs
1599",879,45% off,Indianwear-Women
16686,Fusion beats,womens round neck printed top - pink,"Size:Large,X-Large,XX-Large","Rs
1199",359,70% off,Indianwear-Women
16687,Indya,reglar fit regular length georgette womens ethnic maxi skirt - grey,Size:Medium,"Rs
2800",1400,50% off,Indianwear-Women
16688,Janasya,checks round neck cotton flex womens a-line ethnic dress - cream,"Size:Small,X-Small","Rs
1949",682,65% off,Indianwear-Women
16691,Janasya,printed crepe collared neck womens a-line kurta - maroon,"Size:Medium,Small,X-Small","Rs
1399",699,50% off,Indianwear-Women
16693,Janasya,poly crepe womens kurta - peach,"Size:Medium,Small","Rs
1599",639,60% off,Indianwear-Women
16694,Global desi,jacquard polyester round neck womens straight kurta - rose,"Size:Medium,Small,X-Small,XX-Large","Rs
2499",1249,50% off,Indianwear-Women
16696,Indya,womens beige banarasi chanderi straight tunic - natural,"Size:Small,X-Small","Rs
2400",1200,50% off,Indianwear-Women
16697,Global desi,floral cotton key hole neck womens kurta - mustard,"Size:Medium,Small","Rs
1599",799,50% off,Indianwear-Women
16699,Global desi,womens band collar printed kurta - black,"Size:Medium,Small","Rs
1999",799,60% off,Indianwear-Women
16700,Janasya,floral silk round neck womens kurta palazzo set with dupatta - olive,"Size:Small,X-Large,X-Small,XXX-Large","Rs
3098",1239,60% off,Indianwear-Women
16702,Janasya,synthetic womens kurta with palazzo and dupatta set - maroon,"Size:Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
4798",2399,50% off,Indianwear-Women
16704,Ziyaa,floral round neck rayon womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3042",1216,60% off,Indianwear-Women
16706,Ziyaa,printed round neck rayon womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2677",1070,60% off,Indianwear-Women
16707,Ziyaa,printed rayon round neck womens a line kurta - rust,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2103",841,60% off,Indianwear-Women
16708,Ziyaa,geometric mandarin polyester womens ethnic set - purple,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3124",1249,60% off,Indianwear-Women
16710,Ziyaa,checks mandarin polyester womens ethnic set - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2140",963,55% off,Indianwear-Women
